Price,Mileage,Engine/Motor Capacity,Transmission,Manufacturer,Model Year,Condition,Model,Fuel Type,Colour,Vehicle Type,URL
"5,800,000","89,000",1490,Automatic,Toyota,2007,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Vitz,Petrol,silver,Car(Liftback),https://patpat.lk/en/ad/vehicle/toyota-vitz-2007-280366
"1,700,000",0,1490,Manual,Toyota,1991,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Corona,Petrol,white,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-corona-1991-280437
Negotiable,0,1490,Automatic,Toyota,2017,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Premio,Petrol,silver,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-premio-2017-280171
Negotiable,"12,345",1300,Manual,Toyota,1986,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Corolla,Petrol,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-corolla-1986-280182
Negotiable,"120,000",1500,Automatic,Toyota,2019,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Premio,Hybrid,white,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-premio-2019-280369
Negotiable,0,1800,Automatic,Toyota,2011,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Prius,Hybrid,white,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-prius-2011-279948
Negotiable,0,1790,Automatic,Toyota,2009,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Prius,Petrol,silver,Car(Liftback),https://patpat.lk/en/ad/vehicle/toyota-prius-2009-280362
"8,450,000","48,000",1400,Automatic,Toyota,2023,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Yaris,Petrol,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-yaris-2023-279776
Negotiable,0,1490,Manual,Toyota,1995,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Corolla,Petrol,other,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-corolla-1995-279731
Negotiable,"110,000",1800,Automatic,Toyota,2013,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Prius,Petrol,black,Car(Convertible),https://patpat.lk/en/ad/vehicle/toyota-prius-2013-279739
Negotiable,"150,000",1800,Automatic,Toyota,2013,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Prius,Petrol,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-prius-2013-279757
Negotiable,0,1000,Automatic,Toyota,2024,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Yaris,Hybrid,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-yaris-2024-279758
Negotiable,0,1300,Automatic,Toyota,1996,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Starlet,Petrol,silver,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-starlet-1996-279759
"8,500,000","119,000",1490,Automatic,Toyota,2015,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Petrol,white,Car(Liftback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2015-280323
Negotiable,"131,000",1500,Automatic,Toyota,2013,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Hybrid,silver,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2013-279980
Negotiable,0,1000,Automatic,Toyota,2024,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Yaris,Petrol,gray,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-yaris-2024-279999
"13,500,000",N/A,N/A,"Automatic



Manual



Other



Tiptronic",,N/A,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",,"Diesel



Electric



Hybrid



Petrol",N/A,"Bike



Bus



Car



Heavy



Land



SUV



Three wheeler



Truck



Van



Pick-up 



Multi Purpose",https://patpat.lk/en/sri-lanka/vehicle/car/toyota?page=30
"3,450,000","197,000",1500,Manual,Toyota,1999,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Corolla,Petrol,gold,Car(),https://patpat.lk/en/ad/vehicle/toyota-corolla-1999-279655
Negotiable,0,1000,Automatic,Toyota,2025,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Vitz,Petrol,red,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-vitz-2025-280220
"7,100,000","230,000",1500,Automatic,Toyota,2012,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Hybrid,blue,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2012-280101
"6,700,000","150,000",1500,Automatic,Toyota,2012,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Hybrid,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2012-280085
"6,850,000","160,000",1500,Automatic,Toyota,2013,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Hybrid,black,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2013-280052
"7,800,000","183,679",1500,Automatic,Toyota,2015,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Petrol,black,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2015-280041
"10,800,000","135,000",1800,Automatic,Toyota,2014,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Prius,Hybrid,white,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-prius-2014-280007
"7,900,000","218,000",1500,Manual,Toyota,2010,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Axio,Petrol,silver,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-axio-2010-279631
Negotiable,"375,000",1500,Manual,Toyota,1985,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Corona,Petrol,white,Car(),https://patpat.lk/en/ad/vehicle/toyota-corona-1985-279580
"4,250,000","305,000",1400,Automatic,Toyota,1997,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Corolla,Diesel,white,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-corolla-1997-280117
"7,850,000","145,000",1490,Automatic,Toyota,2007,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Axio,Petrol,blue,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-axio-2007-279544
"7,425,000","190,000",1500,Automatic,Toyota,2014,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Hybrid,blue,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2014-279522
"7,550,000","140,000",1000,Automatic,Toyota,2017,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Vitz,Hybrid,black,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-vitz-2017-280103
"1,375,000","280,000",1300,Manual,Toyota,1987,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",DX Wagon,Petrol,green,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-dx-wagon-1987-279472
"13,800,000","63,000",1500,Automatic,Toyota,2016,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Prius,Petrol,white,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-prius-2016-279965
"10,400,000","142,000",1200,Automatic,Toyota,2014,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Prius,Petrol,black,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-prius-2014-279916
"10,500,000","100,000",1800,Automatic,Toyota,2013,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Prius,Petrol,silver,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-prius-2013-279919
"8,900,000","130,000",1800,Automatic,Toyota,2012,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Prius,Petrol,white,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-prius-2012-279923
"7,100,000","202,000",980,Automatic,Toyota,2014,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Petrol,blue,Car(Liftback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2014-279959
"7,450,000",0,0,Manual,Toyota,2013,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Diesel,black,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2013-280086
"7,950,000",N/A,N/A,"Automatic



Manual



Other



Tiptronic",,N/A,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",,"Diesel



Electric



Hybrid



Petrol",N/A,"Bike



Bus



Car



Heavy



Land



SUV



Three wheeler



Truck



Van



Pick-up 



Multi Purpose",https://patpat.lk/en/sri-lanka/vehicle/car/toyota?page=31
"6,900,000","125,000",950,Automatic,Toyota,2013,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Petrol,white,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-aqua-2013-280044
"4,800,000","175,000",1500,Automatic,Toyota,2004,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Vios,Petrol,silver,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-vios-2004-280033
"4,500,000","192,000",1500,Automatic,Toyota,2000,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Corolla,Petrol,white,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-corolla-2000-280031
"4,500,000","170,000",1150,Automatic,Toyota,2004,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Vios,Petrol,other,Car(Liftback),https://patpat.lk/en/ad/vehicle/toyota-vios-2004-280024
"8,390,000","138,000",1500,Automatic,Toyota,2014,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Avanza,Petrol,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-avanza-2014-279425
Negotiable,"384,000",1500,Automatic,Toyota,2014,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Axio,Petrol,white,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-axio-2014-279405
"750,000","150,000",1500,Manual,Toyota,1992,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Corolla,Petrol,white,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-corolla-1992-279390
"9,175,000","240,000",1798,Automatic,Toyota,2011,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Prius,Hybrid,black,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-prius-2011-279385
"7,390,000","120,000",1000,Automatic,Toyota,2016,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Vitz,Petrol,blue,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-vitz-2016-279374
"13,500,000","6,600",660,Automatic,Toyota,2023,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Fielder,Hybrid,silver,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-fielder-2023-279338
"7,925,000","172,500",1000,Automatic,Toyota,2015,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Petrol,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2015-279341
"8,500,000","198,990",1500,Automatic,Toyota,2014,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Corolla,Hybrid,white,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-corolla-2014-279940
"8,800,000","188,000",1500,Automatic,Toyota,2007,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Allion,Petrol,silver,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-allion-2007-279937
"10,827,565",7,1000,Automatic,Toyota,2026,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Yaris,Petrol,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-yaris-2026-279857
"9,800,000","91,000",1198,Automatic,Toyota,2019,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Yaris Ativ,Petrol,white,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-yaris-ativ-2019-279887
"4,950,000","297,000",1000,Automatic,Toyota,2007,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Vitz,Petrol,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-vitz-2007-279841
"7,400,000","250,000",1496,Automatic,Toyota,2010,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Axio,Petrol,maroon,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-axio-2010-279615
Negotiable,"93,000",1500,Automatic,Toyota,2015,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Axio,Petrol,white,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-axio-2015-279811
"8,400,000","81,000",990,Automatic,Toyota,2017,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Vitz,Petrol,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-vitz-2017-279798
"4,400,000","135,000",1500,Automatic,Toyota,2007,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Passo,Petrol,yellow,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-passo-2007-279829
Negotiable,N/A,N/A,"Automatic



Manual



Other



Tiptronic",,N/A,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",,"Diesel



Electric



Hybrid



Petrol",N/A,"Bike



Bus



Car



Heavy



Land



SUV



Three wheeler



Truck



Van



Pick-up 



Multi Purpose",https://patpat.lk/en/sri-lanka/vehicle/car/toyota?page=32
"13,200,000","123,000",1500,Automatic,Toyota,2018,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Axio,Hybrid,white,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-axio-2018-279783
"5,550,000","202,000",1500,Automatic,Toyota,2003,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Vios,Petrol,silver,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-vios-2003-279322
Negotiable,"174,000",1780,Automatic,Toyota,2013,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Prius,Petrol,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-prius-2013-279334
"9,900,000","31,000",1000,Automatic,Toyota,2023,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Roomy,Petrol,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-roomy-2023-279183
Negotiable,0,950,Automatic,Toyota,2019,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Vitz,Petrol,red,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-vitz-2019-279016
"7,500,000","131,000",1500,Automatic,Toyota,2012,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Hybrid,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2012-279700
Negotiable,"180,000",1490,Automatic,Toyota,2014,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Premio,Petrol,black,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-premio-2014-279716
"9,675,000","155,000",1500,Automatic,Toyota,2011,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Premio,Petrol,maroon,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-premio-2011-279722
Negotiable,"215,000",1500,Automatic,Toyota,2015,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Axio,Petrol,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-axio-2015-279720
"7,950,000","58,000",1000,Automatic,Toyota,2018,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Vitz,Petrol,silver,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-vitz-2018-279703
"8,400,000","133,000",1496,Automatic,Toyota,2015,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Petrol,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2015-279693
"6,600,000","168,500",1200,Automatic,Toyota,2013,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Petrol,blue,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2013-279193
Negotiable,"200,000",1800,Automatic,Toyota,2013,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Prius,Hybrid,silver,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-prius-2013-279616
Negotiable,"138,000",1800,Automatic,Toyota,2012,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Prius,Hybrid,red,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-prius-2012-279625
"8,500,000","150,000",1000,Automatic,Toyota,2015,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Petrol,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2015-279199
"9,700,000","253,000",1200,Automatic,Toyota,2013,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Prius,Petrol,silver,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-prius-2013-279197
Negotiable,"7,000",1400,Automatic,Toyota,2024,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Yaris,Petrol,silver,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-yaris-2024-279115
"7,450,000","130,000",990,Automatic,Toyota,2016,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Vitz,Petrol,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-vitz-2016-279628
"14,100,000","50,000",1800,Automatic,Toyota,2017,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Premio,Petrol,maroon,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-premio-2017-279501
"6,150,000",0,1490,Manual,Toyota,2008,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Belta,Petrol,silver,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-belta-2008-279119
Negotiable,N/A,N/A,"Automatic



Manual



Other



Tiptronic",,N/A,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",,"Diesel



Electric



Hybrid



Petrol",N/A,"Bike



Bus



Car



Heavy



Land



SUV



Three wheeler



Truck



Van



Pick-up 



Multi Purpose",https://patpat.lk/en/sri-lanka/vehicle/car/toyota?page=33
Negotiable,"97,000",1320,Automatic,Toyota,2020,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Axio,Petrol,white,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-axio-2020-279117
Negotiable,"83,000",1500,Automatic,Toyota,2013,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Premio,Petrol,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-premio-2013-279588
"8,450,000","183,000",1400,Automatic,Toyota,2014,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Axio,Petrol,blue,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-axio-2014-279120
Negotiable,"152,000",1500,Automatic,Toyota,2014,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Hybrid,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2014-279582
"8,300,000","180,000",1459,Automatic,Toyota,2011,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Axio,Petrol,gold,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-axio-2011-279561
"16,000,000","90,000",1490,Automatic,Toyota,2018,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Premio,Petrol,white,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-premio-2018-279520
"11,575,000","134,000",1500,Automatic,Toyota,2017,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Axio,Petrol,purple,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-axio-2017-279088
"8,100,000","77,000",1496,Automatic,Toyota,2015,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Petrol,silver,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2015-279550
"6,800,000","214,000",900,Manual,Toyota,2007,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Axio,Petrol,blue,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-axio-2007-279186
Negotiable,"97,000",1000,Manual,Toyota,2017,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Axio,Petrol,white,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-axio-2017-279187
"9,800,000","122,000",1000,Manual,Toyota,2015,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Axio,Petrol,white,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-axio-2015-279189
Negotiable,"20,000",800,Manual,Toyota,2008,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Vitz,Petrol,silver,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-vitz-2008-279177
"10,700,000","160,000",1800,Automatic,Toyota,2012,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Prius,Hybrid,white,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-prius-2012-279025
"7,695,000","3,000",650,Automatic,Toyota,2026,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Pixis,Petrol,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-pixis-2026-279138
"5,895,000","128,644",2180,Automatic,Toyota,2002,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Corolla,Diesel,white,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-corolla-2002-279336
"6,800,000","160,000",1800,Automatic,Toyota,2013,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Hybrid,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2013-279051
"15,100,000","60,000",1500,Automatic,Toyota,2018,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Premio,Petrol,white,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-premio-2018-279046
Negotiable,"12,345",1234,Automatic,Toyota,2013,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Prius,Hybrid,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-prius-2013-279510
"11,350,000","153,000",1200,Automatic,Toyota,2017,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Axio,Petrol,white,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-axio-2017-279348
Negotiable,0,1330,Automatic,Toyota,2003,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Allion,Petrol,red,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-allion-2003-279463
"7,850,000",N/A,N/A,"Automatic



Manual



Other



Tiptronic",,N/A,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",,"Diesel



Electric



Hybrid



Petrol",N/A,"Bike



Bus



Car



Heavy



Land



SUV



Three wheeler



Truck



Van



Pick-up 



Multi Purpose",https://patpat.lk/en/sri-lanka/vehicle/car/toyota?page=34
Negotiable,0,1000,Automatic,Toyota,2007,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Vitz,Diesel,red,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-vitz-2007-279435
